fish, -1039.013, -1395.954, 5.553, 73.659
southbumpy, -933.708, -1238.761, 5.886, 28.474
binco1, -801.934, -1163.737, 8.522, 50.823
binco2, -786.855, -1046.042, 12.724, 116.687
marinaparking, -783.572, -1352.732, 9.000, 180.472
noodles, -637.468, -1250.529, 11.810, 171.783
pegahelienterance, -663.125, -1371.691, 10.616, 267.845
pegaheliroad, -715.156, -1518.842, 12.766, 247.801
canalenterance, -878.237, -1726.038, 19.084, 228.221
lsialscustoms, -1102.065, -1958.764, 13.123, 251.964
lsiamainenterance, -1037.002, -2735.216, 13.757, 326.441
lsiagates1, -922.775, -2739.460, 13.726, 34.743
piersign, -1599.733, -1056.675, 13.017, 48.677
pierhalf, -1727.933, -1124.981, 13.029, 50.634
pierend, -1832.419, -1204.494, 14.305, 153.543
pierenterance, -1444.669, -779.259, 23.606, 316.766
bluefencebeach, -1751.590, -735.010, 10.232, 148.522
casinobridge, 695.945, -14.415, 84.112, 327.534
casinobridge2, 819.219, -47.832, 80.590, 146.481
racetrack1, 1035.279, -47.357, 75.513, 34.410
racetrack2, 1105.670, 87.457, 80.890, 331.842
racetrack3, 1256.631, 317.748, 85.991, 152.639
racetrack4, 1113.990, 230.569, 80.991, 323.858
racetrack5, 980.726, 114.718, 80.991, 54.455
racetrack6, 1012.534, 171.986, 80.991, 146.902
casino2, 836.132, -138.385, 77.744, 236.205
casino3, 746.197, -161.830, 74.840, 324.912
casino4, 910.893, -267.248, 68.721, 326.535
stormdrain mirrorpark, 1002.875, -292.183, 67.116, 150.611
stormdrain mirrorpark2, 1070.326, -373.613, 67.150, 285.366
ltd mirrorpark, 1168.287, -325.782, 69.277, 190.027
stormdrain lake, 1118.486, -223.529, 69.087, 156.368
hornies burger, 1240.635, -368.545, 69.082, 166.452
mirror park, 1139.176, -473.685, 66.526, 259.984
mirror park2, 1117.152, -528.938, 63.338, 321.918
Pier entrance, -1446.818, -779.5809, 23.7158, 323.1416
Pier entrance 2, -1396.651, -765.871, 21.17381, 136.5221
Pier entrance 3, -1413.034, -743.1502, 23.42163, 78.38717
Pier entrance 4, -1464.081, -704.3351, 26.78378, 141.2788
Main road 1, -1531.556, -701.4777, 28.58789, 317.653
Main road 2, -1564.943, -674.0406, 28.86472, 316.7205
Main road 3, -1657.936, -602.0497, 33.63132, 320.5311
Main road 4, -1708.405, -563.6652, 36.60192, 2.104596
Richards majestic, -956.188, -371.1382, 41.93451, 294.0456
Life Invader, -1076.231, -250.5953, 37.76332, 116.1987
Life invader 2, -1019.645, -224.1951, 37.9469, 293.8107
Life invader 3, -989.3627, -240.3359, 37.7282, 359.9756
Mile high construction, -130.2534, -944.6113, 29.29191, 244.3981
Maze bank, -50.02414, -797.6807, 44.2251, 338.9465
Town hall, 243.2539, -392.4099, 46.30569, 342.236
piercarpark2, -1555.606, -951.2769, 13.01738, 320.0004
southbeach, -1572.049, -1059.617, 6.63837, 229.9999
lifeguardsouthbeach, -1472.802, -1018.903, 6.259708, 318.8327
Main road 5, -1123.544, -1543.056, 4.380475, 301.175
Wade cousins house, -1154.662, -1517.616, 4.3756, 33.17051
Marina enterance, -708.4517, -1235.709, 10.71545, 304.3005
Pegasus heli spawn, -757.0076, -1422.005, 5.000523, 227.4068
Pegasus heli spawn2, -787.412, -1475.878, 5.00052, 296.556
Pegasus heli spawn3, -762.4095, -1512.599, 4.960466, 279.3186
Pegasus heli spawn4, -697.8326, -1358.506, 6.892233, 216.4803
Pegasus heli spawn road, -952.2244, -1804.776, 19.77539, 228.575
lsia crastenburg, -863.0719, -2146.009, 8.934682, 84.88425
bilgeco, -1024.557, -2125.784, 12.72605, 309.7906
Lsiaspaghetti, -672.5434, -1967.253, 6.499402, 314.1779
Lsiaspaghetti2, -795.6387, -2023.522, 9.168328, 57.53751
Lsiaspaghetti3, -787.6653, -2069.461, 9.020292, 156.1083
Lsiaspaghetti4, -649.9413, -2168.172, 5.992326, 45.0575
LSIA fire dept, -1035.619, -2385.09, 14.09326, 246.1415
LSIA1, -964.96, -2842.85, 13.94626, 280.4578
LSIA2, -1051.052, -2880.611, 13.95472, 160.383
LSIA3, -1176.494, -2912.671, 13.94714, 333.1156
LSIA4, -1216.477, -2798.42, 13.95169, 186.7819
LSIA5, -1392.476, -2721.774, 13.94493, 151.207
LSIA6, -1727.703, -2757.618, 15.13294, 241.1593
LSIA7, -1857.638, -2996.005, 13.94426, 148.1384
LSIA8, -966.6162, -2609.14, 13.981, 327.5258
LSIA9, -1003.512, -2530.918, 13.83078, 327.1514
LSIA10, -902.5299, -2399.888, 14.02436, 155.8265
LSIA11, -1058.005, -2540.599, 20.16927, 243.4748
LSIA12, -1100.834, -2664.887, 20.16927, 279.4737
LSIA13, -936.0524, -2333.891, 6.763008, 320.0868
LSIA14, -747.8023, -2397.186, 14.57073, 63.86248
LSIA15, -744.0445, -2283.182, 13.06002, 136.5869
LSIA16, -745.7144, -2814.928, 13.94429, 73.86435
LSIA17, -798.3636, -2723.453, 13.94409, 93.14527
LSIA18, -772.2915, -2612.784, 13.94381, 335.1248
LSIA19, -719.4898, -2550.625, 13.93395, 151.1961
LSIA20, -673.3184, -2478.636, 13.94445, 61.07708
LSIA21, -589.4125, -2374.634, 13.94408, 52.82633
LSIA22, -557.5947, -2338.614, 13.94373, 58.24646
LSIA23, -561.2036, -2224.101, 5.817317, 52.21399
LSIA24, -784.1822, -2766.722, 13.94099, 114.343
LSIA25, -828.3481, -2955.445, 13.96755, 68.63205
LSIA26, -930.7134, -3131.502, 13.94403, 67.20335
LSIA27, -1098.396, -3437.01, 13.94504, 329.7849
LSIA28, -1413.174, -3251.351, 13.94456, 337.4543
LSIA29, -1474.857, -2415.656, 13.94514, 247.8123
LSIA30, -1239.194, -2099.612, 13.27495, 335.6718
LSIA31, -1208.434, -2039.602, 14.33008, 242.1921
lsia autoparts, -423.0512, -2167.99, 11.33856, 359.5023
arena, -274.9657, -2102.07, 22.04949, 169.6776
arena2, -251.5718, -2005.758, 30.14567, 147.8953
arena3, -270.1219, -2035.641, 30.14558, 304.0951
arena4, -338.8311, -2048.176, 29.94636, 151.2157
arena5, -311.8756, -1857.87, 24.95743, 348.2734
arena6, -407.3379, -1865.817, 20.16612, 34.46059
heavy goods, -296.4883, -2193.673, 10.00803, 320.0372
impound, 390.5125, -1633.871, 29.29195, 325.462
Morgue, 240.5866, -1379.772, 33.74172, 136.9432
strawberry, -68.80316, -1347.467, 29.2755, 179.5934
Vanilla unicorn, 127.9477, -1296.777, 29.26953, 37.09254
Vanilla unicorn2, 119.4313, -1306.822, 29.23275, 208.316
xero, 270.1108, -1234.996, 29.3189, 86.04414
Hospitalparking, 432.5337, -1305.668, 30.97755, 230.0657
Lesters factoy, 747.5039, -977.3422, 24.76584, 268.2229
Rons La Mesa, 798.798, -1019.003, 26.09027, 97.06082
factory road, 761.1393, -518.8965, 35.04384, 279.9721
factory road2, 790.6457, -632.1697, 28.70052, 93.02706
factory road3, 762.3622, -728.1523, 27.8179, 271.0121
factory road4, 791.2833, -881.3094, 25.07694, 93.84589
factory road5, 777.1448, -1112.849, 29.19652, 276.064
factory road6, 782.7691, -1456.856, 27.01506, 280.9619
factory road7, 854.4058, -1687.578, 29.28105, 84.49043
simeon docks1, 1196.293, -2943.039, 5.902102, 90.87405
simeon docks2, 987.2405, -2902.531, 5.902137, 265.6019
simeon docks3, 1059.572, -2981.9, 5.900832, 267.824
simeon docks4, 894.1212, -3033.67, 5.902042, 89.38239
simeon docks5, 824.6178, -2976.627, 6.020553, 95.14675
simeon docks6, 787.5302, -2957.205, 6.037951, 90.0461
Simeon docks Trainyard, 1043.664, -3259.338, 5.895869, 179.0375
Simeon dock post op, 1200.605, -3249.909, 7.095188, 5.726382
simeon docks7, 1243.34, -3323.338, 6.028771, 275.0987
simeon docks8, 707.2139, -3208.796, 6.620437, 300.3665
simeon docks9, 682.4418, -3101.413, 5.991154, 267.1392
merryweather docks1, 676.6816, -2936.488, 6.048537, 73.04655
merryweather docks2, 645.2145, -3006.946, 6.22513, 48.85923
merryweather docks3, 606.1378, -3064.646, 6.069292, 270.8796
merryweather docks4, 465.677, -3068.887, 6.069632, 181.0076
merryweather docks5, 449.7107, -3108.803, 6.070061, 3.797132
merryweather docks6, 492.2823, -3358.214, 6.069875, 92.11343
merryweather docks7, 607.1797, -2740.674, 6.066338, 269.1544
merryweather docks8, 444.8129, -2945.389, 6.054938, 274.5125
merryweather docks9, 466.6432, -2912.628, 6.73124, 269.1825
merryweather docks10, 534.7952, -2912.387, 8.495729, 183.0358
merryweather docks11, 575.9327, -2896.217, 6.045355, 274.3535
merryweather docks12, 535.0964, -2850.532, 6.045368, 327.7068
merryweather docks13, 454.3018, -2783.186, 6.045366, 241.8823
merryweather docks14, 444.2732, -2644.988, 6.158313, 264.863
merryweather docks15, 449.3602, -2569.794, 8.04339, 229.3784
merryweather docks16, 602.0849, -2652.193, 6.08105, 278.1994
simeon docks10, 749.9092, -2764.197, 6.657019, 95.35315
simeon docks11, 751.39, -2826.689, 6.199942, 92.26567
simeon docks12, 752.0054, -2887.231, 5.828269, 95.65406
simeon docks13, 746.659, -2555.245, 19.85355, 78.99301
simeon docks14, 1020.943, -3102.526, 5.901037, 185.5369
simeon docks15, 861.8294, -3184.574, 6.034954, 354.5108
simeon docks16, 682.1229, -2795.685, 6.096276, 4.49366
ventroad1, 760.6466, -2474.108, 20.20238, 82.41402
ventroad2, 691.5489, -2461.133, 19.94003, 228.2701
ventroad3, 727.778, -2307.971, 27.20832, 267.5325
ventroad4, 740.7119, -2135.797, 29.29517, 258.396
ventroad5, 755.1414, -2006.491, 29.30778, 267.4413
ventroad6, 783.2789, -1871.788, 29.22957, 260.9983
ventroad7, 795.2567, -1761.957, 29.30107, 317.0751
ventroad8, 839.5975, -1840.904, 29.20407, 82.30407
ventroad9, 809.0185, -1980.952, 29.23998, 87.94269
ventroad10, 801.239, -2132.939, 29.45819, 262.3466
ventroad11, 786.9961, -2247.356, 29.37906, 86.63669
ventroad12, 771.9304, -2366.738, 23.18368, 84.71159
merryweather docks17, 468.4996, -2486.739, 5.886485, 156.1456
Gascomany 1, 542.7817, -2408.05, 5.880499, 13.46218
Gascomany2, 518.7818, -2315.481, 5.887837, 323.3161
Gascomany3, 583.3476, -2295.109, 6.121654, 91.23895
Gascomany4, 512.99, -2122.763, 5.917529, 212.9521
Gascomany5, 434.5045, -2172.494, 7.696521, 235.3386
Gascomany6, 477.2832, -2204.24, 5.918202, 152.6014
Gascomany7, 482.194, -2243.056, 5.918267, 303.6888
Gascomany8, 598.4144, -2131.87, 10.27646, 104.5111
Gascomany9, 477.6032, -2098.712, 17.8864, 224.5533
Gascomany10, 379.6879, -2198.059, 13.67053, 57.33721
elysian island1, 246.4036, -2663.296, 6.020345, 289.2608
elysian island2, 305.8773, -2678.54, 6.027812, 85.76048
elysian island3, 329.829, -2545.681, 5.701453, 17.4056
elysian island4, 305.5474, -2934.973, 5.996505, 83.39927
elysian island5, 311.047, -3090.862, 5.772699, 90.37414
elysian island6, 307.8676, -3226.29, 5.869539, 90.71326
elysian island7, 273.2025, -3329.417, 5.811245, 37.01963
elysian island8, 186.8783, -3336.127, 5.785784, 359.0947
elysian island9, 107.2473, -3276.026, 5.999962, 272.8555
elysian island10, 108.1975, -3099.339, 5.999966, 274.8211
elysian island11, 121.11, -2970.293, 7.071611, 84.93918
elysian island12, 108.0614, -2836.005, 5.999985, 262.0119
elysian island13, 146.0079, -2786.659, 6.000198, 227.5464
elysian island14, 189.9113, -2727.51, 6.000196, 272.9048
elysian island15, 202.3115, -2635.724, 6.00523, 73.38389
elysian island16, 237.0112, -2793.369, 6.269077, 260.7337
elysian island17, 216.2481, -2973.954, 5.915244, 91.68749
elysian island18, 199.653, -3118.002, 5.790273, 87.79427
elysian island19, 128.8601, -2672.447, 6.000234, 67.04147
elysian island20, 80.88572, -2749.592, 6.004651, 29.37099
elysian island21, 1.844481, -2695.164, 6.004302, 355.6997
elysian island22, -130.2464, -2647.952, 6.010067, 269.942
elysian island23, -227.3245, -2657.438, 6.000301, 1.338892
elysian island24, -286.1799, -2716.591, 6.000292, 40.24844
elysian island25, -334.5544, -2711.189, 6.15319, 138.7072
elysian island26, -374.6829, -2787.299, 6.00031, 71.7531
elysian island27, -506.9617, -2935.619, 6.115842, 342.2572
elysian island28, -521.4233, -2876.784, 7.295939, 45.8932
elysian island29, -554.8232, -2811.848, 6.000381, 300.0513
elysian island30, -520.2751, -2750.902, 6.00718, 235.8573
elysian island31, -441.4893, -2675.676, 5.999029, 232.9506
elysian island32, -340.735, -2569.923, 6.005515, 228.6183
elysian island33, -450.2561, -2435.84, 6.000784, 229.9337
elysian island34, -392.3112, -2472.184, 6.000377, 144.6801
elysian island35, -292.6405, -2553.1, 6.000174, 147.1042
elysian island36, -282.6674, -2501.809, 6.553685, 226.5509
elysian island37, -335.3014, -2437.552, 6.000628, 54.48013
elysian island38, -300.5045, -2408.907, 6.000628, 164.5129
elysian island39, -237.0583, -2432.342, 6.001336, 236.2692
elysian island40, -277.0654, -2386.694, 6.000441, 235.1604
elysian island41, -90.31039, -2387.965, 5.999829, 177.2755
elysian island42, -1.194696, -2413.74, 6.005847, 149.7381
elysian island43, 92.97053, -2479.822, 6.001097, 150.3514
elysian island44, -39.97842, -2513.188, 6.155868, 230.7719
elysian island45, 151.4428, -2481.477, 5.991026, 229.6025
elysian island46, 151.7085, -2396.353, 6.000912, 217.4317
elysian island47, 211.432, -2378.705, 7.620519, 177.6677
elysian island48, 254.6814, -2495.649, 6.577331, 104.3926
elysian island49, 159.0548, -2563.048, 5.998309, 253.9437
elysian island50, 49.12123, -2623.437, 6.00019, 10.91757
elysian island51, -86.57043, -2613.104, 6.000704, 180.6161
strawberry traintrack1, 227.907, -1948.174, 22.46262, 41.145
strawberry traintrack2, 281.1346, -1819.098, 26.95367, 229.6406
strawberry traintrack3, 419.1504, -1720.916, 29.28111, 49.43969
strawberry traintrack4, 484.8506, -1557.245, 29.26242, 234.6546
dept water and power, 558.6461, -1560.773, 29.23831, 16.91846
Mission row pd, 490.7943, -1019.98, 28.07806, 281.7225
Mission row pd2, 429.3031, -977.6138, 30.71033, 42.50888
Mission row pd3, 424.8713, -1003.681, 30.70965, 182.6404
Downtown, 324.9169, -962.2513, 29.41865, 3.370787
Downtown2, 225.6158, -955.2598, 29.30003, 55.24416
Downtown3, 156.9996, -978.6801, 30.09179, 291.7093
Downtown4, 197.9622, -979.207, 30.09191, 50.11561
Downtown5, 108.4597, -1041.221, 29.34382, 70.35682
Downtown6, -29.59664, -993.0984, 29.25491, 77.51663
Downtown7, -52.99132, -1123.146, 25.92591, 191.6048
Downtown8, 66.03916, -1043.885, 29.38867, 250.4989
beach, -1367.783, -1171.193, 4.62859, 277.6734
pier1, -1586.873, -965.5051, 13.01739, 38.62732
pier2, -1605.548, -1076.458, 5.491455, 221.117
pier3, -1669.594, -1022.868, 6.405678, 49.73418
Michaelshose, -853.8884, 148.976, 63.21031, 89.15532
townhall, 172.1211, -220.9632, 54.11328, 344.6431
rockford1, 62.72049, -217.0364, 52.5196, 71.77985
rockford2, 102.7129, -324.4397, 45.82681, 344.302
Southlobe, 1369.629, -724.632, 67.18985, 199.3856
North lobe, 1347.128, -582.3339, 74.31686, 323.2904
Mirror park, 1112.491, -646.6295, 56.81609, 98.48571
Playboy mansion, -1561.503, 107.0673, 56.85187, 314.92
